"to use (a thing, method, etc.);  to make use of;  to put to use",つかう,使う,使います,使わない,使いません,使った,使いました,使わなかった,使いませんでした,使って,使いまして,使わなくて,使わないで,使いませんで,使い,使ったら,使いましたら,使わなかったら,使いませんでしたら,使えば,使うなら,使いますなら,使いませば,使わなければ,使わなくちゃ,使わなきゃ,使いませんなら,使える,使えます,使えない,使えません,使われる,使われます,使われない,使われません,使わせる,使わす,使わせます,使わします,使わせない,使わさない,使わせません,使わしません,使わされません,使わされない,使わされる,使わされます,使わせられます,使わせられる,使わせられない,使わせられません,使おう,使いましょう,使うまい,使いますまい,使うだろう,使うでしょう,使わないだろう,使わないでしょう,使ったり,使いましたり,使わなかったり,使いませんでしたり,使え,使いなさい,使うな,使いなさるな,お使いになる,お使いになります,お使いする,お使いします
to arrive at,つく,着く,着きます,着かない,着きません,着いた,着きました,着かなかった,着きませんでした,着いて,着きまして,着かなくて,着かないで,着きませんで,着き,着いたら,着きましたら,着かなかったら,着きませんでしたら,着けば,着くなら,着きますなら,着きませば,着かなければ,着かなくちゃ,着かなきゃ,着きませんなら,着ける,着けます,着けない,着けません,着かれる,着かれます,着かれない,着かれません,着かせる,着かす,着かせます,着かします,着かせない,着かさない,着かせません,着かしません,着かされません,着かされない,着かされる,着かされます,着かせられます,着かせられる,着かせられない,着かせられません,着こう,着きましょう,着くまい,着きますまい,着くだろう,着くでしょう,着かないだろう,着かないでしょう,着いたり,着きましたり,着かなかったり,着きませんでしたり,着け,着きなさい,着くな,着きなさるな,お召しになる,お召しになります,お着きする,お着きします
to make,つくる,作る,作ります,作らない,作りません,作った,作りました,作らなかった,作りませんでした,作って,作りまして,作らなくて,作らないで,作りませんで,作り,作ったら,作りましたら,作らなかったら,作りませんでしたら,作れば,作るなら,作りますなら,作りませば,作らなければ,作らなくちゃ,作らなきゃ,作りませんなら,作れる,作れます,作れない,作れません,作られる,作られます,作られない,作られません,作らせる,作らす,作らせます,作らします,作らせない,作らさない,作らせません,作らしません,作らされません,作らされない,作らされる,作らされます,作らせられます,作らせられる,作らせられない,作らせられません,作ろう,作りましょう,作るまい,作りますまい,作るだろう,作るでしょう,作らないだろう,作らないでしょう,作ったり,作りましたり,作らなかったり,作りませんでしたり,作れ,作りなさい,作るな,作りなさるな,お作りになる,お作りになります,お作りする,お作りします
to be attached,つく,付く,付きます,付かない,付きません,付いた,付きました,付かなかった,付きませんでした,付いて,付きまして,付かなくて,付かないで,付きませんで,付き,付いたら,付きましたら,付かなかったら,付きませんでしたら,付けば,付くなら,付きますなら,付きませば,付かなければ,付かなくちゃ,付かなきゃ,付きませんなら,付ける,付けます,付けない,付けません,付かれる,付かれます,付かれない,付かれません,付かせる,付かす,付かせます,付かします,付かせない,付かさない,付かせません,付かしません,付かされません,付かされない,付かされる,付かされます,付かせられます,付かせられる,付かせられない,付かせられません,付こう,付きましょう,付くまい,付きますまい,付くだろう,付くでしょう,付かないだろう,付かないでしょう,付いたり,付きましたり,付かなかったり,付きませんでしたり,付け,付きなさい,付くな,付きなさるな,お付きになる,お付きになります,お付きする,お付きします
to continue,つづく,続く,続きます,続かない,続きません,続いた,続きました,続かなかった,続きませんでした,続いて,続きまして,続かなくて,続かないで,続きませんで,続き,続いたら,続きましたら,続かなかったら,続きませんでしたら,続けば,続くなら,続きますなら,続きませば,続かなければ,続かなくちゃ,続かなきゃ,続きませんなら,続ける,続けます,続けない,続けません,続かれる,続かれます,続かれない,続かれません,続かせる,続かす,続かせます,続かします,続かせない,続かさない,続かせません,続かしません,続かされません,続かされない,続かされる,続かされます,続かせられます,続かせられる,続かせられない,続かせられません,続こう,続きましょう,続くまい,続きますまい,続くだろう,続くでしょう,続かないだろう,続かないでしょう,続いたり,続きましたり,続かなかったり,続きませんでしたり,続け,続きなさい,続くな,続きなさるな,お続きになる,お続きになります,お続きする,お続きします
to wrap up,つつむ,包む,包みます,包まない,包みません,包んだ,包みました,包まなかった,包みませんでした,包んで,包みまして,包まなくて,包まないで,包みませんで,包み,包んだら,包みましたら,包まなかったら,包みませんでしたら,包めば,包むなら,包みますなら,包みませば,包まなければ,包まなくちゃ,包まなきゃ,包みませんなら,包める,包めます,包めない,包めません,包まれる,包まれます,包まれない,包まれません,包ませる,包ます,包ませます,包まします,包ませない,包まさない,包ませません,包ましません,包まされません,包まされない,包まされる,包まされます,包ませられます,包ませられる,包ませられない,包ませられません,包もう,包みましょう,包むまい,包みますまい,包むだろう,包むでしょう,包まないだろう,包まないでしょう,包んだり,包みましたり,包まなかったり,包みませんでしたり,包め,包みなさい,包むな,包みなさるな,お包みになる,お包みになります,お包みする,お包みします
to fish,つる,釣る,釣ります,釣らない,釣りません,釣った,釣りました,釣らなかった,釣りませんでした,釣って,釣りまして,釣らなくて,釣らないで,釣りませんで,釣り,釣ったら,釣りましたら,釣らなかったら,釣りませんでしたら,釣れば,釣るなら,釣りますなら,釣りませば,釣らなければ,釣らなくちゃ,釣らなきゃ,釣りませんなら,釣れる,釣れます,釣れない,釣れません,釣られる,釣られます,釣られない,釣られません,釣らせる,釣らす,釣らせます,釣らします,釣らせない,釣らさない,釣らせません,釣らしません,釣らされません,釣らされない,釣らされる,釣らされます,釣らせられます,釣らせられる,釣らせられない,釣らせられません,釣ろう,釣りましょう,釣るまい,釣りますまい,釣るだろう,釣るでしょう,釣らないだろう,釣らないでしょう,釣ったり,釣りましたり,釣らなかったり,釣りませんでしたり,釣れ,釣りなさい,釣るな,釣りなさるな,お釣りになる,お釣りになります,お釣りする,お釣りします
to help,てつだう,手伝う,手伝います,手伝わない,手伝いません,手伝った,手伝いました,手伝わなかった,手伝いませんでした,手伝って,手伝いまして,手伝わなくて,手伝わないで,手伝いませんで,手伝い,手伝ったら,手伝いましたら,手伝わなかったら,手伝いませんでしたら,手伝えば,手伝うなら,手伝いますなら,手伝いませば,手伝わなければ,手伝わなくちゃ,手伝わなきゃ,手伝いませんなら,手伝える,手伝えます,手伝えない,手伝えません,手伝われる,手伝われます,手伝われない,手伝われません,手伝わせる,手伝わす,手伝わせます,手伝わします,手伝わせない,手伝わさない,手伝わせません,手伝わしません,手伝わされません,手伝わされない,手伝わされる,手伝わされます,手伝わせられます,手伝わせられる,手伝わせられない,手伝わせられません,手伝おう,手伝いましょう,手伝うまい,手伝いますまい,手伝うだろう,手伝うでしょう,手伝わないだろう,手伝わないでしょう,手伝ったり,手伝いましたり,手伝わなかったり,手伝いませんでしたり,手伝え,手伝いなさい,手伝うな,手伝いなさるな,お手伝いになる,お手伝いになります,お手伝いする,お手伝いします
to jump,とぶ,飛ぶ,飛びます,飛ばない,飛びません,飛んだ,飛びました,飛ばなかった,飛びませんでした,飛んで,飛びまして,飛ばなくて,飛ばないで,飛びませんで,飛び,飛んだら,飛びましたら,飛ばなかったら,飛びませんでしたら,飛べば,飛ぶなら,飛びますなら,飛びませば,飛ばなければ,飛ばなくちゃ,飛ばなきゃ,飛びませんなら,飛べる,飛べます,飛べない,飛べません,飛ばれる,飛ばれます,飛ばれない,飛ばれません,飛ばせる,飛ばす,飛ばせます,飛ばします,飛ばせない,飛ばさない,飛ばせません,飛ばしません,飛ばされません,飛ばされない,飛ばされる,飛ばされます,飛ばせられます,飛ばせられる,飛ばせられない,飛ばせられません,飛ぼう,飛びましょう,飛ぶまい,飛びますまい,飛ぶだろう,飛ぶでしょう,飛ばないだろう,飛ばないでしょう,飛んだり,飛びましたり,飛ばなかったり,飛びませんでしたり,飛べ,飛びなさい,飛ぶな,飛びなさるな,お飛びになる,お飛びになります,お飛びする,お飛びします
to remain,とまる,止まる,止まります,止まらない,止まりません,止まった,止まりました,止まらなかった,止まりませんでした,止まって,止まりまして,止まらなくて,止まらないで,止まりませんで,止まり,止まったら,止まりましたら,止まらなかったら,止まりませんでしたら,止まれば,止まるなら,止まりますなら,止まりませば,止まらなければ,止まらなくちゃ,止まらなきゃ,止まりませんなら,止まれる,止まれます,止まれない,止まれません,止まられる,止まられます,止まられない,止まられません,止まらせる,止まらす,止まらせます,止まらします,止まらせない,止まらさない,止まらせません,止まらしません,止まらされません,止まらされない,止まらされる,止まらされます,止まらせられます,止まらせられる,止まらせられない,止まらせられません,止まろう,止まりましょう,止まるまい,止まりますまい,止まるだろう,止まるでしょう,止まらないだろう,止まらないでしょう,止まったり,止まりましたり,止まらなかったり,止まりませんでしたり,止まれ,止まりなさい,止まるな,止まりなさるな,お止まりになる,お止まりになります,お止まりする,お止まりします
to take,とる,取る,取ります,取らない,取りません,取った,取りました,取らなかった,取りませんでした,取って,取りまして,取らなくて,取らないで,取りませんで,取り,取ったら,取りましたら,取らなかったら,取りませんでしたら,取れば,取るなら,取りますなら,取りませば,取らなければ,取らなくちゃ,取らなきゃ,取りませんなら,取れる,取れます,取れない,取れません,取られる,取られます,取られない,取られません,取らせる,取らす,取らせます,取らします,取らせない,取らさない,取らせません,取らしません,取らされません,取らされない,取らされる,取らされます,取らせられます,取らせられる,取らせられない,取らせられません,取ろう,取りましょう,取るまい,取りますまい,取るだろう,取るでしょう,取らないだろう,取らないでしょう,取ったり,取りましたり,取らなかったり,取りませんでしたり,取れ,取りなさい,取るな,取りなさるな,お取りになる,お取りになります,お取りする,お取りします
to go by,とおる,通る,通ります,通らない,通りません,通った,通りました,通らなかった,通りませんでした,通って,通りまして,通らなくて,通らないで,通りませんで,通り,通ったら,通りましたら,通らなかったら,通りませんでしたら,通れば,通るなら,通りますなら,通りませば,通らなければ,通らなくちゃ,通らなきゃ,通りませんなら,通れる,通れます,通れない,通れません,通られる,通られます,通られない,通られません,通らせる,通らす,通らせます,通らします,通らせない,通らさない,通らせません,通らしません,通らされません,通らされない,通らされる,通らされます,通らせられます,通らせられる,通らせられない,通らせられません,通ろう,通りましょう,通るまい,通りますまい,通るだろう,通るでしょう,通らないだろう,通らないでしょう,通ったり,通りましたり,通らなかったり,通りませんでしたり,通れ,通りなさい,通るな,通りなさるな,お通りになる,お通りになります,お通りする,お通りします
to stay at (e.g. hotel),とまる,泊まる,泊まります,泊まらない,泊まりません,泊まった,泊まりました,泊まらなかった,泊まりませんでした,泊まって,泊まりまして,泊まらなくて,泊まらないで,泊まりませんで,泊まり,泊まったら,泊まりましたら,泊まらなかったら,泊まりませんでしたら,泊まれば,泊まるなら,泊まりますなら,泊まりませば,泊まらなければ,泊まらなくちゃ,泊まらなきゃ,泊まりませんなら,泊まれる,泊まれます,泊まれない,泊まれません,泊まられる,泊まられます,泊まられない,泊まられません,泊まらせる,泊まらす,泊まらせます,泊まらします,泊まらせない,泊まらさない,泊まらせません,泊まらしません,泊まらされません,泊まらされない,泊まらされる,泊まらされます,泊まらせられます,泊まらせられる,泊まらせられない,泊まらせられません,泊まろう,泊まりましょう,泊まるまい,泊まりますまい,泊まるだろう,泊まるでしょう,泊まらないだろう,泊まらないでしょう,泊まったり,泊まりましたり,泊まらなかったり,泊まりませんでしたり,泊まれ,泊まりなさい,泊まるな,泊まりなさるな,お泊まりになる,お泊まりになります,お泊まりする,お泊まりします
to take (a photo),とる,撮る,撮ります,撮らない,撮りません,撮った,撮りました,撮らなかった,撮りませんでした,撮って,撮りまして,撮らなくて,撮らないで,撮りませんで,撮り,撮ったら,撮りましたら,撮らなかったら,撮りませんでしたら,撮れば,撮るなら,撮りますなら,撮りませば,撮らなければ,撮らなくちゃ,撮らなきゃ,撮りませんなら,撮れる,撮れます,撮れない,撮れません,撮られる,撮られます,撮られない,撮られません,撮らせる,撮らす,撮らせます,撮らします,撮らせない,撮らさない,撮らせません,撮らしません,撮らされません,撮らされない,撮らされる,撮らされます,撮らせられます,撮らせられる,撮らせられない,撮らせられません,撮ろう,撮りましょう,撮るまい,撮りますまい,撮るだろう,撮るでしょう,撮らないだろう,撮らないでしょう,撮ったり,撮りましたり,撮らなかったり,撮りませんでしたり,撮れ,撮りなさい,撮るな,撮りなさるな,お撮りになる,お撮りになります,お撮りする,お撮りします
to cure,なおす,直す,直します,直さない,直しません,直した,直しました,直さなかった,直しませんでした,直して,直しまして,直さなくて,直さないで,直しませんで,直し,直したら,直しましたら,直さなかったら,直しませんでしたら,直せば,直すなら,直しますなら,直しませば,直さなければ,直さなくちゃ,直さなきゃ,直しませんなら,直せる,直せます,直せない,直せません,直される,直されます,直されない,直されません,直させる,直さす,直させます,直さします,直させない,直ささない,直させません,直さしません,直さされません,直さされない,直さされる,直さされます,直させられます,直させられる,直させられない,直させられません,直そう,直しましょう,直すまい,直しますまい,直すだろう,直すでしょう,直さないだろう,直さないでしょう,直したり,直しましたり,直さなかったり,直しませんでしたり,直せ,直しなさい,直すな,直しなさるな,お直しになる,お直しになります,お直しする,お直しします
to be cured,なおる,直る,直ります,直らない,直りません,直った,直りました,直らなかった,直りませんでした,直って,直りまして,直らなくて,直らないで,直りませんで,直り,直ったら,直りましたら,直らなかったら,直りませんでしたら,直れば,直るなら,直りますなら,直りませば,直らなければ,直らなくちゃ,直らなきゃ,直りませんなら,直れる,直れます,直れない,直れません,直られる,直られます,直られない,直られません,直らせる,直らす,直らせます,直らします,直らせない,直らさない,直らせません,直らしません,直らされません,直らされない,直らされる,直らされます,直らせられます,直らせられる,直らせられない,直らせられません,直ろう,直りましょう,直るまい,直りますまい,直るだろう,直るでしょう,直らないだろう,直らないでしょう,直ったり,直りましたり,直らなかったり,直りませんでしたり,直れ,直りなさい,直るな,直りなさるな,お直りになる,お直りになります,お直りする,お直りします
to be cured,なおる,治る,治ります,治らない,治りません,治った,治りました,治らなかった,治りませんでした,治って,治りまして,治らなくて,治らないで,治りませんで,治り,治ったら,治りましたら,治らなかったら,治りませんでしたら,治れば,治るなら,治りますなら,治りませば,治らなければ,治らなくちゃ,治らなきゃ,治りませんなら,治れる,治れます,治れない,治れません,治られる,治られます,治られない,治られません,治らせる,治らす,治らせます,治らします,治らせない,治らさない,治らせません,治らしません,治らされません,治らされない,治らされる,治らされます,治らせられます,治らせられる,治らせられない,治らせられません,治ろう,治りましょう,治るまい,治りますまい,治るだろう,治るでしょう,治らないだろう,治らないでしょう,治ったり,治りましたり,治らなかったり,治りませんでしたり,治れ,治りなさい,治るな,治りなさるな,お治りになる,お治りになります,お治りする,お治りします
to cry,なく,泣く,泣きます,泣かない,泣きません,泣いた,泣きました,泣かなかった,泣きませんでした,泣いて,泣きまして,泣かなくて,泣かないで,泣きませんで,泣き,泣いたら,泣きましたら,泣かなかったら,泣きませんでしたら,泣けば,泣くなら,泣きますなら,泣きませば,泣かなければ,泣かなくちゃ,泣かなきゃ,泣きませんなら,泣ける,泣けます,泣けない,泣けません,泣かれる,泣かれます,泣かれない,泣かれません,泣かせる,泣かす,泣かせます,泣かします,泣かせない,泣かさない,泣かせません,泣かしません,泣かされません,泣かされない,泣かされる,泣かされます,泣かせられます,泣かせられる,泣かせられない,泣かせられません,泣こう,泣きましょう,泣くまい,泣きますまい,泣くだろう,泣くでしょう,泣かないだろう,泣かないでしょう,泣いたり,泣きましたり,泣かなかったり,泣きませんでしたり,泣け,泣きなさい,泣くな,泣きなさるな,お泣きになる,お泣きになります,お泣きする,お泣きします
to disappear,なくなる,無くなる,無くなります,無くならない,無くなりません,無くなった,無くなりました,無くならなかった,無くなりませんでした,無くなって,無くなりまして,無くならなくて,無くならないで,無くなりませんで,無くなり,無くなったら,無くなりましたら,無くならなかったら,無くなりませんでしたら,無くなれば,無くなるなら,無くなりますなら,無くなりませば,無くならなければ,無くならなくちゃ,無くならなきゃ,無くなりませんなら,無くなれる,無くなれます,無くなれない,無くなれません,無くなられる,無くなられます,無くなられない,無くなられません,無くならせる,無くならす,無くならせます,無くならします,無くならせない,無くならさない,無くならせません,無くならしません,無くならされません,無くならされない,無くならされる,無くならされます,無くならせられます,無くならせられる,無くならせられない,無くならせられません,無くなろう,無くなりましょう,無くなるまい,無くなりますまい,無くなるだろう,無くなるでしょう,無くならないだろう,無くならないでしょう,無くなったり,無くなりましたり,無くならなかったり,無くなりませんでしたり,無くなれ,無くなりなさい,無くなるな,無くなりなさるな,お無くなりになる,お無くなりになります,お無くなりする,お無くなりします
to die,なくなる,亡くなる,亡くなります,亡くならない,亡くなりません,亡くなった,亡くなりました,亡くならなかった,亡くなりませんでした,亡くなって,亡くなりまして,亡くならなくて,亡くならないで,亡くなりませんで,亡くなり,亡くなったら,亡くなりましたら,亡くならなかったら,亡くなりませんでしたら,亡くなれば,亡くなるなら,亡くなりますなら,亡くなりませば,亡くならなければ,亡くならなくちゃ,亡くならなきゃ,亡くなりませんなら,亡くなれる,亡くなれます,亡くなれない,亡くなれません,亡くなられる,亡くなられます,亡くなられない,亡くなられません,亡くならせる,亡くならす,亡くならせます,亡くならします,亡くならせない,亡くならさない,亡くならせません,亡くならしません,亡くならされません,亡くならされない,亡くならされる,亡くならされます,亡くならせられます,亡くならせられる,亡くならせられない,亡くならせられません,亡くなろう,亡くなりましょう,亡くなるまい,亡くなりますまい,亡くなるだろう,亡くなるでしょう,亡くならないだろう,亡くならないでしょう,亡くなったり,亡くなりましたり,亡くならなかったり,亡くなりませんでしたり,亡くなれ,亡くなりなさい,亡くなるな,亡くなりなさるな,お亡くなりになる,お亡くなりになります,お亡くなりする,お亡くなりします
to line up,ならぶ,並ぶ,並びます,並ばない,並びません,並んだ,並びました,並ばなかった,並びませんでした,並んで,並びまして,並ばなくて,並ばないで,並びませんで,並び,並んだら,並びましたら,並ばなかったら,並びませんでしたら,並べば,並ぶなら,並びますなら,並びませば,並ばなければ,並ばなくちゃ,並ばなきゃ,並びませんなら,並べる,並べます,並べない,並べません,並ばれる,並ばれます,並ばれない,並ばれません,並ばせる,並ばす,並ばせます,並ばします,並ばせない,並ばさない,並ばせません,並ばしません,並ばされません,並ばされない,並ばされる,並ばされます,並ばせられます,並ばせられる,並ばせられない,並ばせられません,並ぼう,並びましょう,並ぶまい,並びますまい,並ぶだろう,並ぶでしょう,並ばないだろう,並ばないでしょう,並んだり,並びましたり,並ばなかったり,並びませんでしたり,並べ,並びなさい,並ぶな,並びなさるな,お並びになる,お並びになります,お並びする,お並びします
to become,なる,成る,成ります,成らない,成りません,成った,成りました,成らなかった,成りませんでした,成って,成りまして,成らなくて,成らないで,成りませんで,成り,成ったら,成りましたら,成らなかったら,成りませんでしたら,成れば,成るなら,成りますなら,成りませば,成らなければ,成らなくちゃ,成らなきゃ,成りませんなら,成れる,成れます,成れない,成れません,成られる,成られます,成られない,成られません,成らせる,成らす,成らせます,成らします,成らせない,成らさない,成らせません,成らしません,成らされません,成らされない,成らされる,成らされます,成らせられます,成らせられる,成らせられない,成らせられません,成ろう,成りましょう,成るまい,成りますまい,成るだろう,成るでしょう,成らないだろう,成らないでしょう,成ったり,成りましたり,成らなかったり,成りませんでしたり,成れ,成りなさい,成るな,成りなさるな,お成りになる,お成りになります,お成りする,お成りします
"to take off (clothes, shoes, etc.);  to undress",ぬぐ,脱ぐ,脱ぎます,脱がない,脱ぎません,脱いだ,脱ぎました,脱がなかった,脱ぎませんでした,脱いで,脱ぎまして,脱がなくて,脱がないで,脱ぎませんで,脱ぎ,脱いだら,脱ぎましたら,脱がなかったら,脱ぎませんでしたら,脱げば,脱ぐなら,脱ぎますなら,脱ぎませば,脱がなければ,脱がなくちゃ,脱がなきゃ,脱ぎませんなら,脱げる,脱げます,脱げない,脱げません,脱がれる,脱がれます,脱がれない,脱がれません,脱がせる,脱がす,脱がせます,脱がします,脱がせない,脱がさない,脱がせません,脱がしません,脱がされません,脱がされない,脱がされる,脱がされます,脱がせられます,脱がせられる,脱がせられない,脱がせられません,脱ごう,脱ぎましょう,脱ぐまい,脱ぎますまい,脱ぐだろう,脱ぐでしょう,脱がないだろう,脱がないでしょう,脱いだり,脱ぎましたり,脱がなかったり,脱ぎませんでしたり,脱げ,脱ぎなさい,脱ぐな,脱ぎなさるな,お脱ぎになる,お脱ぎになります,お脱ぎする,お脱ぎします
to steal,ぬすむ,盗む,盗みます,盗まない,盗みません,盗んだ,盗みました,盗まなかった,盗みませんでした,盗んで,盗みまして,盗まなくて,盗まないで,盗みませんで,盗み,盗んだら,盗みましたら,盗まなかったら,盗みませんでしたら,盗めば,盗むなら,盗みますなら,盗みませば,盗まなければ,盗まなくちゃ,盗まなきゃ,盗みませんなら,盗める,盗めます,盗めない,盗めません,盗まれる,盗まれます,盗まれない,盗まれません,盗ませる,盗ます,盗ませます,盗まします,盗ませない,盗まさない,盗ませません,盗ましません,盗まされません,盗まされない,盗まされる,盗まされます,盗ませられます,盗ませられる,盗ませられない,盗ませられません,盗もう,盗みましょう,盗むまい,盗みますまい,盗むだろう,盗むでしょう,盗まないだろう,盗まないでしょう,盗んだり,盗みましたり,盗まなかったり,盗みませんでしたり,盗め,盗みなさい,盗むな,盗みなさるな,お盗みになる,お盗みになります,お盗みする,お盗みします
to paint,ぬる,塗る,塗ります,塗らない,塗りません,塗った,塗りました,塗らなかった,塗りませんでした,塗って,塗りまして,塗らなくて,塗らないで,塗りませんで,塗り,塗ったら,塗りましたら,塗らなかったら,塗りませんでしたら,塗れば,塗るなら,塗りますなら,塗りませば,塗らなければ,塗らなくちゃ,塗らなきゃ,塗りませんなら,塗れる,塗れます,塗れない,塗れません,塗られる,塗られます,塗られない,塗られません,塗らせる,塗らす,塗らせます,塗らします,塗らせない,塗らさない,塗らせません,塗らしません,塗らされません,塗らされない,塗らされる,塗らされます,塗らせられます,塗らせられる,塗らせられない,塗らせられません,塗ろう,塗りましょう,塗るまい,塗りますまい,塗るだろう,塗るでしょう,塗らないだろう,塗らないでしょう,塗ったり,塗りましたり,塗らなかったり,塗りませんでしたり,塗れ,塗りなさい,塗るな,塗りなさるな,お塗りになる,お塗りになります,お塗りする,お塗りします
to sleep (not necessarily lying down),ねむる,眠る,眠ります,眠らない,眠りません,眠った,眠りました,眠らなかった,眠りませんでした,眠って,眠りまして,眠らなくて,眠らないで,眠りませんで,眠り,眠ったら,眠りましたら,眠らなかったら,眠りませんでしたら,眠れば,眠るなら,眠りますなら,眠りませば,眠らなければ,眠らなくちゃ,眠らなきゃ,眠りませんなら,眠れる,眠れます,眠れない,眠れません,眠られる,眠られます,眠られない,眠られません,眠らせる,眠らす,眠らせます,眠らします,眠らせない,眠らさない,眠らせません,眠らしません,眠らされません,眠らされない,眠らされる,眠らされます,眠らせられます,眠らせられる,眠らせられない,眠らせられません,眠ろう,眠りましょう,眠るまい,眠りますまい,眠るだろう,眠るでしょう,眠らないだろう,眠らないでしょう,眠ったり,眠りましたり,眠らなかったり,眠りませんでしたり,眠れ,眠りなさい,眠るな,眠りなさるな,お眠りになる,お眠りになります,お眠りする,お眠りします
to ascend,のぼる,登る,登ります,登らない,登りません,登った,登りました,登らなかった,登りませんでした,登って,登りまして,登らなくて,登らないで,登りませんで,登り,登ったら,登りましたら,登らなかったら,登りませんでしたら,登れば,登るなら,登りますなら,登りませば,登らなければ,登らなくちゃ,登らなきゃ,登りませんなら,登れる,登れます,登れない,登れません,登られる,登られます,登られない,登られません,登らせる,登らす,登らせます,登らします,登らせない,登らさない,登らせません,登らしません,登らされません,登らされない,登らされる,登らされます,登らせられます,登らせられる,登らせられない,登らせられません,登ろう,登りましょう,登るまい,登りますまい,登るだろう,登るでしょう,登らないだろう,登らないでしょう,登ったり,登りましたり,登らなかったり,登りませんでしたり,登れ,登りなさい,登るな,登りなさるな,お登りになる,お登りになります,お登りする,お登りします
to drink,のむ,飲む,飲みます,飲まない,飲みません,飲んだ,飲みました,飲まなかった,飲みませんでした,飲んで,飲みまして,飲まなくて,飲まないで,飲みませんで,飲み,飲んだら,飲みましたら,飲まなかったら,飲みませんでしたら,飲めば,飲むなら,飲みますなら,飲みませば,飲まなければ,飲まなくちゃ,飲まなきゃ,飲みませんなら,飲める,飲めます,飲めない,飲めません,飲まれる,飲まれます,飲まれない,飲まれません,飲ませる,飲ます,飲ませます,飲まします,飲ませない,飲まさない,飲ませません,飲ましません,飲まされません,飲まされない,飲まされる,飲まされます,飲ませられます,飲ませられる,飲ませられない,飲ませられません,飲もう,飲みましょう,飲むまい,飲みますまい,飲むだろう,飲むでしょう,飲まないだろう,飲まないでしょう,飲んだり,飲みましたり,飲まなかったり,飲みませんでしたり,飲め,飲みなさい,飲むな,飲みなさるな,召し上がる,召し上がります,頂く,頂きます
to remain,のこる,残る,残ります,残らない,残りません,残った,残りました,残らなかった,残りませんでした,残って,残りまして,残らなくて,残らないで,残りませんで,残り,残ったら,残りましたら,残らなかったら,残りませんでしたら,残れば,残るなら,残りますなら,残りませば,残らなければ,残らなくちゃ,残らなきゃ,残りませんなら,残れる,残れます,残れない,残れません,残られる,残られます,残られない,残られません,残らせる,残らす,残らせます,残らします,残らせない,残らさない,残らせません,残らしません,残らされません,残らされない,残らされる,残らされます,残らせられます,残らせられる,残らせられない,残らせられません,残ろう,残りましょう,残るまい,残りますまい,残るだろう,残るでしょう,残らないだろう,残らないでしょう,残ったり,残りましたり,残らなかったり,残りませんでしたり,残れ,残りなさい,残るな,残りなさるな,お残りになる,お残りになります,お残りする,お残りします
"to get on (train, plane, bus, ship, etc.);  to get in;  to board;  to take;  to embark",のる,乗る,乗ります,乗らない,乗りません,乗った,乗りました,乗らなかった,乗りませんでした,乗って,乗りまして,乗らなくて,乗らないで,乗りませんで,乗り,乗ったら,乗りましたら,乗らなかったら,乗りませんでしたら,乗れば,乗るなら,乗りますなら,乗りませば,乗らなければ,乗らなくちゃ,乗らなきゃ,乗りませんなら,乗れる,乗れます,乗れない,乗れません,乗られる,乗られます,乗られない,乗られません,乗らせる,乗らす,乗らせます,乗らします,乗らせない,乗らさない,乗らせません,乗らしません,乗らされません,乗らされない,乗らされる,乗らされます,乗らせられます,乗らせられる,乗らせられない,乗らせられません,乗ろう,乗りましょう,乗るまい,乗りますまい,乗るだろう,乗るでしょう,乗らないだろう,乗らないでしょう,乗ったり,乗りましたり,乗らなかったり,乗りませんでしたり,乗れ,乗りなさい,乗るな,乗りなさるな,お乗りになる,お乗りになります,お乗りする,お乗りします
to get in,はいる,入る,入ります,入らない,入りません,入った,入りました,入らなかった,入りませんでした,入って,入りまして,入らなくて,入らないで,入りませんで,入り,入ったら,入りましたら,入らなかったら,入りませんでしたら,入れば,入るなら,入りますなら,入りませば,入らなければ,入らなくちゃ,入らなきゃ,入りませんなら,入れる,入れます,入れない,入れません,入られる,入られます,入られない,入られません,入らせる,入らす,入らせます,入らします,入らせない,入らさない,入らせません,入らしません,入らされません,入らされない,入らされる,入らされます,入らせられます,入らせられる,入らせられない,入らせられません,入ろう,入りましょう,入るまい,入りますまい,入るだろう,入るでしょう,入らないだろう,入らないでしょう,入ったり,入りましたり,入らなかったり,入りませんでしたり,入れ,入りなさい,入るな,入りなさるな,お入りになる,お入りになります,お入りする,お入りします
"to put on (or wear) lower-body clothing (i.e. pants, skirt, etc.);  to put on (or wear) footwear",はく,履く,履きます,履かない,履きません,履いた,履きました,履かなかった,履きませんでした,履いて,履きまして,履かなくて,履かないで,履きませんで,履き,履いたら,履きましたら,履かなかったら,履きませんでしたら,履けば,履くなら,履きますなら,履きませば,履かなければ,履かなくちゃ,履かなきゃ,履きませんなら,履ける,履けます,履けない,履けません,履かれる,履かれます,履かれない,履かれません,履かせる,履かす,履かせます,履かします,履かせない,履かさない,履かせません,履かしません,履かされません,履かされない,履かされる,履かされます,履かせられます,履かせられる,履かせられない,履かせられません,履こう,履きましょう,履くまい,履きますまい,履くだろう,履くでしょう,履かないだろう,履かないでしょう,履いたり,履きましたり,履かなかったり,履きませんでしたり,履け,履きなさい,履くな,履きなさるな,お履きになる,お履きになります,お履きする,お履きします
